TIME_PERIOD,REF_AREA,OBS_VALUE
2009-Q1,EE,6536.24
2009-Q2,EE,6435.62
2009-Q3,EE,6315.6
2009-Q4,EE,6132.39
2010-Q1,EE,6295.21
2010-Q2,EE,6248.16
2010-Q3,EE,6172.56
2010-Q4,EE,6001.9
2011-Q1,EE,5755.1
2011-Q2,EE,5542.9
2011-Q3,EE,5401.3
2011-Q4,EE,5246.7
2012-Q1,EE,5291.0
2012-Q2,EE,5399.0
2012-Q3,EE,5498.2
2012-Q4,EE,5599.9
2013-Q1,EE,5719.5
2013-Q2,EE,5620.5
2013-Q3,EE,5714.8
2013-Q4,EE,5776.0
2014-Q1,EE,5765.4
2014-Q2,EE,5906.5
2014-Q3,EE,5992.4
2014-Q4,EE,5920.6
2015-Q1,EE,5914.3
2015-Q2,EE,6023.2
2015-Q3,EE,6229.5
2015-Q4,EE,6377.5
2016-Q1,EE,6511.03
2016-Q2,EE,6600.6
2016-Q3,EE,6748.33
2016-Q4,EE,6861.38
2017-Q1,EE,6970.63
2017-Q2,EE,6983.54
2017-Q3,EE,6374.32
2017-Q4,EE,6445.44
2018-Q1,EE,6578.38
2018-Q2,EE,6638.74
2018-Q3,EE,6671.18
2018-Q4,EE,6767.35
2019-Q1,EE,6981.27
2019-Q2,EE,7108.01
2019-Q3,EE,7100.77
2019-Q4,EE,6825.98
2020-Q1,EE,6926.06
2020-Q2,EE,6969.15
2020-Q3,EE,7064.22
2000-Q1,ES,146771.0
2000-Q2,ES,157251.0
2000-Q3,ES,168009.0
2000-Q4,ES,168008.0
2001-Q1,ES,169890.0
2001-Q2,ES,181571.0
2001-Q3,ES,190186.0
2001-Q4,ES,202869.0
2002-Q1,ES,211331.0
2002-Q2,ES,213489.0
2002-Q3,ES,217196.0
2002-Q4,ES,228067.0
2003-Q1,ES,239269.0
2003-Q2,ES,248787.0
2003-Q3,ES,257296.0
2003-Q4,ES,268543.0
2004-Q1,ES,281094.0
2004-Q2,ES,297607.0
2004-Q3,ES,308497.0
2004-Q4,ES,315836.0
2005-Q1,ES,332137.0
