TIME_PERIOD,REF_AREA,OBS_VALUE
2020-Q3,RO,4389.2
2015-Q1,SE,584410.0
2015-Q2,SE,593475.0
2015-Q3,SE,596616.0
2015-Q4,SE,598392.0
2016-Q1,SE,627619.0
2016-Q2,SE,638712.0
2016-Q3,SE,647769.0
2016-Q4,SE,653045.0
2017-Q1,SE,661363.0
2017-Q2,SE,669475.0
2017-Q3,SE,681535.0
2017-Q4,SE,684959.0
2018-Q1,SE,687164.0
2018-Q2,SE,701708.0
2018-Q3,SE,710901.0
2018-Q4,SE,715234.0
2019-Q1,SE,723040.0
2019-Q2,SE,737907.0
2019-Q3,SE,747351.0
2019-Q4,SE,755595.0
2020-Q1,SE,761549.0
2020-Q2,SE,771373.0
2020-Q3,SE,781325.0
2015-Q1,SI,842.86
2015-Q2,SI,806.82
2015-Q3,SI,799.59
2015-Q4,SI,777.68
2016-Q1,SI,738.01
2016-Q2,SI,701.01
2016-Q3,SI,724.62
2016-Q4,SI,743.32
2017-Q1,SI,727.5
2017-Q2,SI,687.99
2017-Q3,SI,704.88
2017-Q4,SI,711.23
2018-Q1,SI,711.24
2018-Q2,SI,681.55
2018-Q3,SI,711.09
2018-Q4,SI,715.91
2019-Q1,SI,706.29
2019-Q2,SI,646.03
2019-Q3,SI,686.89
2019-Q4,SI,707.71
2020-Q1,SI,656.1
2020-Q2,SI,579.1
2020-Q3,SI,651.14
2015-Q1,SK,1079.662
2015-Q2,SK,1055.086
2015-Q3,SK,1084.901
2015-Q4,SK,1079.21
2016-Q1,SK,1068.413
2016-Q2,SK,1063.838
2016-Q3,SK,1158.89
2016-Q4,SK,1135.45
2017-Q1,SK,1124.413
2017-Q2,SK,1110.742
2017-Q3,SK,1135.669
2017-Q4,SK,1135.704
2018-Q1,SK,1150.812
2018-Q2,SK,1133.221
2018-Q3,SK,1129.39
2018-Q4,SK,1132.565
2019-Q1,SK,1105.939
2019-Q2,SK,1075.586
2019-Q3,SK,1078.173
2019-Q4,SK,1065.393
2020-Q1,SK,1014.437
2020-Q2,SK,977.791
2020-Q3,SK,967.832
